"","CLASS","CLASS_AREA","AREA_SQ_KM","AREA_UNITS","NO_POINTS","WPLUS","S_WPLUS","WMINUS","S_WMINUS","CONTRAST","S_CONTRAST","STUDC","GEN_CLASS","WEIGHT","W_STD"
"1",1,15526.06,15526.06,15526.06,195,0.425865186688256,0.0720654715528206,-0.729196988135981,0.126240326045262,1.15506217482424,0.145361797285754,7.94611924447799,1,0.425865186688256,0.0720654715528206
"2",2,15785.27,15785.27,15785.27,63,-0.729196988135981,0.126240326045262,0.425865186688256,0.0720654715528206,-1.15506217482424,0.145361797285754,-7.94611924447799,2,-0.729196988135981,0.126240326045262
