"","CLASS","CLASS_AREA","AREA_SQ_KM","AREA_UNITS","NO_POINTS","WPLUS","S_WPLUS","WMINUS","S_WMINUS","CONTRAST","S_CONTRAST","STUDC","GEN_CLASS","WEIGHT","W_STD"
"17",1700,595.09,14037.13,14037.13,170,0.389023609632033,0.0771651859082043,-0.484023457640173,0.106872927267911,0.873047067272206,0.13181915072955,6.62306700081395,2,0.126557307165312,0.0626716846958759
"18",1800,494.83,14531.96,14531.96,175,0.383297595963413,0.0760522080067193,-0.513604258645196,0.110036748540292,0.896901854608609,0.13376107196048,6.70525319110479,2,0.126557307165312,0.0626716846958759
"19",1900,508.5,15040.46,15040.46,186,0.410192980940395,0.0737811895725485,-0.625528903618804,0.118112749481151,1.0357218845592,0.139263367490297,7.43714519635872,2,0.126557307165312,0.0626716846958759
"20",2000,485.6,15526.06,15526.06,195,0.425865186688257,0.0720654715528206,-0.729196988135981,0.126240326045262,1.15506217482424,0.145361797285754,7.946119244478,2,0.126557307165312,0.0626716846958759
"21",2100,403.42,15929.48,15929.48,197,0.41022282765782,0.0716917352383511,-0.735594317544528,0.128291516293869,1.14581714520235,0.146964002580448,7.79658368773079,2,0.126557307165312,0.0626716846958759
"22",2200,462.39,16391.87,16391.87,199,0.391480266909901,0.0713223751937612,-0.738420086406044,0.130447097362488,1.12990035331595,0.148671874991802,7.5999603380145,2,0.126557307165312,0.0626716846958759
"23",2300,382.73,16774.6,16774.6,200,0.373192427581525,0.07113601957549,-0.72949120129813,0.131569168658477,1.10268362887966,0.14956864451658,7.3724250991485,2,0.126557307165312,0.0626716846958759
"24",2400,375.96,17150.56,17150.56,202,0.360831287020103,0.07077780098461,-0.738414883227291,0.13389563420185,1.09924617024739,0.151451437664132,7.25807682780237,2,0.126557307165312,0.0626716846958759
"25",2500,414.76,17565.32,17565.32,204,0.34662171472051,0.0704241442353321,-0.745081940372689,0.136350848234567,1.0917036550932,0.15346372178976,7.11375719525946,2,0.126557307165312,0.0626716846958759
"26",2600,354.76,17920.08,17920.08,206,0.336262829294715,0.0700772516621249,-0.756720634352285,0.138945082548039,1.092983463647,0.155616699504899,7.02356152729349,2,0.126557307165312,0.0626716846958759
"27",2700,349.91,18269.99,18269.99,209,0.331326352286837,0.0695705177909339,-0.789793190832807,0.143126278839338,1.12111954311964,0.159138897319588,7.04491209882001,2,0.126557307165312,0.0626716846958759
"28",2800,311.24,18581.23,18581.23,209,0.314240430613098,0.069563776271482,-0.765545933840265,0.143132878045776,1.07978636445336,0.159141885582696,6.78505448455471,2,0.126557307165312,0.0626716846958759
"29",2900,321.2,18902.43,18902.43,211,0.306539467516174,0.0692303181227514,-0.781725096104167,0.146142018113992,1.08826456362034,0.16171062551919,6.72970350665793,2,0.126557307165312,0.0626716846958759
"30",3000,318.14,19220.57,19220.57,213,0.299201308923146,0.0689017147719912,-0.799303776942432,0.14934938561965,1.09850508586558,0.164477005333535,6.67877606135867,2,0.126557307165312,0.0626716846958759
"31",3100,273.17,19493.74,19493.74,214,0.289667675491761,0.0687369268708046,-0.798922789507059,0.151037109969562,1.08859046499882,0.165942681982665,6.56003899655267,2,0.126557307165312,0.0626716846958759
"32",3200,299.09,19792.83,19792.83,215,0.278986688626179,0.0685728880428799,-0.796267748204321,0.152784017900901,1.0752544368305,0.16746700301995,6.42069433046703,2,0.126557307165312,0.0626716846958759
"33",3300,265.57,20058.4,20058.4,218,0.279521263929477,0.068099619477172,-0.845441658507175,0.158395652579163,1.12496292243665,0.172414445244343,6.52476027076716,2,0.126557307165312,0.0626716846958759
"34",3400,279.58,20337.98,20337.98,220,0.274760067859516,0.0677876192616399,-0.87166803712188,0.162503033882113,1.1464281049814,0.176074976490279,6.51102233737734,2,0.126557307165312,0.0626716846958759
"35",3500,260.27,20598.25,20598.25,220,0.261905854827422,0.0677829364414954,-0.847579429421221,0.162509893811577,1.10948528424864,0.176079504938201,6.30104727201523,2,0.126557307165312,0.0626716846958759
"36",3600,224.63,20822.88,20822.88,221,0.255526831834631,0.0676271109641092,-0.853076348037536,0.164689731102729,1.10860317987217,0.17803408007469,6.22691554003076,2,0.126557307165312,0.0626716846958759
"37",3700,252.02,21074.9,21074.9,222,0.247930818654593,0.0674719161222313,-0.856164473724085,0.166960512878382,1.10409529237868,0.180078517113558,6.13118827318216,2,0.126557307165312,0.0626716846958759
"38",3800,216.09,21290.99,21290.99,226,0.255669042646721,0.0668748898595973,-0.952936045803243,0.17705964174852,1.20860508844996,0.189267978353042,6.38568181985623,2,0.126557307165312,0.0626716846958759
"39",3900,245.89,21536.88,21536.88,227,0.248525666630013,0.0667249048971381,-0.959861595813327,0.179890793447165,1.20838726244334,0.191866908299953,6.29804937782299,2,0.126557307165312,0.0626716846958759
"40",4000,215.14,21752.02,21752.02,229,0.247345407618341,0.0664324778128362,-1.00443495192263,0.185977651888132,1.25178035954097,0.197486609951602,6.33855814248746,2,0.126557307165312,0.0626716846958759
"41",4100,200.35,21952.37,21952.37,231,0.24686760602299,0.0661440998185962,-1.05486173773485,0.192728294917498,1.30172934375784,0.203762699242571,6.38845749784746,2,0.126557307165312,0.0626716846958759
"42",4200,209.04,22161.41,22161.41,233,0.246001861268577,0.0658593078853276,-1.10938684335444,0.20027378760558,1.35538870462301,0.210824662781704,6.42898552161534,2,0.126557307165312,0.0626716846958759
"43",4300,198.1,22359.51,22359.51,234,0.241336337966118,0.0657168241152528,-1.12837194971325,0.204398327031754,1.36970828767936,0.214702997336262,6.37954898009254,2,0.126557307165312,0.0626716846958759
"44",4400,200.25,22559.76,22559.76,234,0.232326410705583,0.0657137396732257,-1.10568668615721,0.204404613688483,1.33801309686279,0.214708038226282,6.23177924737336,2,0.126557307165312,0.0626716846958759
"45",4500,184.98,22744.74,22744.74,236,0.232674590880004,0.0654348173569982,-1.1715094166983,0.213475006901057,1.4041840075783,0.223278511939573,6.28893481679206,2,0.126557307165312,0.0626716846958759
"46",4600,169.15,22913.89,22913.89,237,0.229460260982762,0.065295536144315,-1.19815410142198,0.218491258583648,1.42761436240474,0.228039332392112,6.26038651941834,2,0.126557307165312,0.0626716846958759
"47",4700,176.1,23089.99,23089.99,238,0.225978934492015,0.0651570451861002,-1.22581881791545,0.223879278393858,1.45179775240746,0.233168119243472,6.22639903395845,2,0.126557307165312,0.0626716846958759
"48",4800,163.59,23253.58,23253.58,240,0.227300910952469,0.0648854318904242,-1.3112797661997,0.23596596689482,1.53858067715217,0.244724450769052,6.28699205296876,2,0.126557307165312,0.0626716846958759
"49",4900,167.01,23420.59,23420.59,241,0.224271247481456,0.0647496640525105,-1.34757336376992,0.242797310239344,1.57184461125137,0.251282814482753,6.25528098484133,2,0.126557307165312,0.0626716846958759
"50",5000,163.93,23584.52,23584.52,242,0.221407600059056,0.0646147945983514,-1.38728805409877,0.250259241710084,1.60869565415783,0.2584661675003,6.22400861867525,2,0.126557307165312,0.0626716846958759
"51",5100,161.01,23745.53,23745.53,243,0.218699832495044,0.0644808106972345,-1.43085685272603,0.258455224293894,1.64955668522108,0.266377322445023,6.19255674649828,2,0.126557307165312,0.0626716846958759
"52",5200,146.16,23891.69,23891.69,244,0.216649253628522,0.0643478677520471,-1.48043807837474,0.267513744781944,1.69708733200326,0.275144056325943,6.16799561169822,2,0.126557307165312,0.0626716846958759
"53",5300,135.24,24026.93,24026.93,247,0.223292853104001,0.063958074270556,-1.70358212071508,0.301739255304174,1.92687497381908,0.30844320945016,6.24709805495147,2,0.126557307165312,0.0626716846958759
"54",5400,134.53,24161.46,24161.46,247,0.217651503805579,0.0639562248788912,-1.68491276363864,0.30174354856523,1.90256426744422,0.308447025924221,6.16820428643603,2,0.126557307165312,0.0626716846958759
"55",5500,125.75,24287.21,24287.21,247,0.212406955642393,0.063954514855121,-1.66714094360524,0.301747710509553,1.87954789924763,0.308450742855501,6.09351069103482,2,0.126557307165312,0.0626716846958759
"56",5600,133.12,24420.33,24420.33,247,0.206884841386642,0.0639527239464162,-1.64797691506268,0.301752282089631,1.85486175644933,0.308454843772094,6.01339805128759,2,0.126557307165312,0.0626716846958759
"57",5700,116.43,24536.76,24536.76,248,0.206161518352927,0.0638234233783967,-1.72636714007052,0.316461417958639,1.93252865842345,0.322833174299251,5.98615263941892,2,0.126557307165312,0.0626716846958759
"58",5800,120.47,24657.23,24657.23,249,0.205278990038983,0.0636948510060084,-1.81390869954051,0.333558987191156,2.01918768957949,0.33958597141323,5.94602798571563,2,0.126557307165312,0.0626716846958759
"59",5900,108.6,24765.83,24765.83,249,0.200839540057161,0.0636934263836445,-1.79743081259936,0.333562735004532,1.99827035265652,0.339589385505778,5.88437223878577,2,0.126557307165312,0.0626716846958759
"60",6000,112.63,24878.46,24878.46,249,0.196256073139146,0.0636919621335443,-1.78004969840658,0.333566755706994,1.97630577154572,0.339593060225485,5.81962944187812,2,0.126557307165312,0.0626716846958759
"61",6100,111.39,24989.85,24989.85,249,0.191743636858679,0.0636905270837646,-1.76255758485921,0.333570873210789,1.95430122171789,0.339596835519438,5.75476864714786,2,0.126557307165312,0.0626716846958759
"62",6200,104.74,25094.59,25094.59,249,0.187519088543742,0.0636891894156931,-1.74582585914015,0.333574879647714,1.93334494768389,0.339600519994324,5.69299760705963,2,0.126557307165312,0.0626716846958759
"63",6300,105.35,25199.94,25199.94,249,0.183287863710378,0.0636878552580596,-1.72870945630267,0.333579048101722,1.91199732001305,0.339604364282649,5.63007287627705,2,0.126557307165312,0.0626716846958759
"64",6400,101.64,25301.58,25301.58,251,0.187302422260539,0.0634348719587488,-1.96356108441924,0.378184787068327,2.15086350667978,0.38346801189974,5.60897764594282,2,0.126557307165312,0.0626716846958759
"65",6500,101.15,25402.73,25402.73,251,0.183272721759631,0.0634336065626022,-1.94656688744844,0.378188562004755,2.12983960920808,0.38347152550452,5.55410106762405,2,0.126557307165312,0.0626716846958759
"66",6600,92.73,25495.46,25495.46,252,0.183608439324103,0.0633077261408545,-2.08505226208609,0.408459040244546,2.26866070141019,0.413336008286988,5.4886597245963,2,0.126557307165312,0.0626716846958759
"67",6700,88.26,25583.72,25583.72,252,0.180118186215855,0.0633066360382149,-2.06974430100609,0.408462290361734,2.24986248722194,0.413339053095674,5.44314037198216,2,0.126557307165312,0.0626716846958759
"68",6800,92.09,25675.81,25675.81,253,0.180489150280205,0.063181515689732,-2.23601742371275,0.44741211817468,2.41650657399295,0.451851200523364,5.34801406125289,2,0.126557307165312,0.0626716846958759
"69",6900,85.65,25761.46,25761.46,253,0.177125790963199,0.0631804704807531,-2.22068879946457,0.447415184006072,2.39781459042777,0.451854090088113,5.30661256150229,2,0.126557307165312,0.0626716846958759
"70",7000,80.49,25841.95,25841.95,253,0.173975335134834,0.0631794946023107,-2.20606628945203,0.447418152714262,2.38004162458686,0.451856893182394,5.26724646784607,2,0.126557307165312,0.0626716846958759
"71",7100,79.75,25921.7,25921.7,253,0.170863601984726,0.0631785337170953,-2.19136422235155,0.447421181641676,2.36222782433628,0.451859758004932,5.22778977877135,2,0.126557307165312,0.0626716846958759
"72",7200,75.43,25997.13,25997.13,253,0.16792931285412,0.0631776303472687,-2.17725678825161,0.447424130209951,2.34518610110573,0.45186255130341,5.19004306584154,2,0.126557307165312,0.0626716846958759
"73",7300,84.08,26081.21,26081.21,253,0.164668647369698,0.0631766295864679,-2.16129338757603,0.447427517218606,2.32596203494573,0.45186576512313,5.14746239806841,2,0.126557307165312,0.0626716846958759
"74",7400,75.39,26156.6,26156.6,254,0.165737381335207,0.0630524705075354,-2.37009762699913,0.500194109558861,2.53583500833434,0.504152517869826,5.02989654608668,2,0.126557307165312,0.0626716846958759
"75",7500,75.97,26232.57,26232.57,254,0.162808763715431,0.0630515752365582,-2.35523840796513,0.500197014838922,2.51804717168056,0.504155288372125,4.99458644936786,2,0.126557307165312,0.0626716846958759
"76",7600,70.45,26303.02,26303.02,254,0.160100583572622,0.0630507496715573,-2.34125871592137,0.500199787833302,2.501359299494,0.504157936347953,4.96145973147519,2,0.126557307165312,0.0626716846958759
"77",7700,72.29,26375.31,26375.31,254,0.157329274812777,0.063049907162587,-2.32670781523983,0.50020271558621,2.4840370900526,0.50416073575104,4.92707367691412,2,0.126557307165312,0.0626716846958759
"78",7800,73.3,26448.61,26448.61,255,0.158494521352113,0.0629265117224155,-2.59962207033167,0.577528446490257,2.75811659168378,0.580946514218823,4.74762568356661,2,0.126557307165312,0.0626716846958759
"79",7900,65.62,26514.23,26514.23,255,0.155992462960865,0.0629257536724286,-2.58602724244992,0.577530884938809,2.74201970541079,0.580948856211497,4.71989862118352,2,0.126557307165312,0.0626716846958759
"80",8000,69.53,26583.76,26583.76,256,0.157300012734556,0.0628031266930176,-2.97709454394639,0.707256399535218,3.13439455668095,0.710039328069889,4.41439570002583,2,0.126557307165312,0.0626716846958759
"81",8100,68.4,26652.16,26652.16,256,0.154705363536486,0.0628023430957968,-2.96251432287708,0.707258596748692,3.11721968641357,0.710041447362935,4.39019397809916,2,0.126557307165312,0.0626716846958759
"82",8200,65.34,26717.5,26717.5,256,0.15223306214133,0.0628015983284091,-2.94838499278191,0.70726075679143,3.10061805492324,0.710043533066662,4.36679993624016,2,0.126557307165312,0.0626716846958759
"83",8300,66.74,26784.24,26784.24,256,0.149714082607171,0.0628008413818309,-2.93374382181271,0.707263027507981,3.08345790441989,0.710045727934491,4.34261876821596,2,0.126557307165312,0.0626716846958759
"84",8400,61.89,26846.13,26846.13,256,0.14738381426475,0.0628001428301506,-2.91997235290504,0.707265193891267,3.06735616716979,0.710047824043944,4.31992897281234,2,0.126557307165312,0.0626716846958759
"85",8500,69.13,26915.26,26915.26,256,0.144787351137666,0.0627993663862841,-2.90436226000613,0.707267685846239,3.04914961114379,0.710050237561268,4.29427306667255,2,0.126557307165312,0.0626716846958759
"86",8600,60.23,26975.49,26975.49,256,0.142530646903821,0.0627986931714472,-2.89056034039124,0.707269921777871,3.03309098729506,0.710052405189727,4.27164384646315,2,0.126557307165312,0.0626716846958759
"87",8700,63.21,27038.7,27038.7,256,0.140167751874295,0.0627979898965772,-2.8758677126969,0.707272336154642,3.01603546457119,0.710054747906593,4.24760974201379,2,0.126557307165312,0.0626716846958759
"88",8800,60.36,27099.06,27099.06,256,0.13791659401693,0.0627973214150268,-2.86163313401034,0.707274709330606,2.99954972802727,0.710057052662386,4.22437847322316,2,0.126557307165312,0.0626716846958759
"89",8900,59.1,27158.16,27158.16,256,0.135717327781864,0.0627966697874647,-2.84749657757516,0.707277099827345,2.98321390535702,0.71005937616271,4.20135837298404,2,0.126557307165312,0.0626716846958759
"90",9000,63.65,27221.81,27221.81,256,0.133354141286367,0.062795971179402,-2.83204478453362,0.707279751669021,2.96539892581999,0.710061955830163,4.17625377823969,2,0.126557307165312,0.0626716846958759
"91",9100,57.66,27279.47,27279.47,256,0.131218160887207,0.0627953411505262,-2.81783799125693,0.707282226256484,2.94905615214413,0.710064365004003,4.15322370406168,2,0.126557307165312,0.0626716846958759
"92",9200,58.83,27338.3,27338.3,256,0.129043530596056,0.062794701095986,-2.80313186224853,0.707284825112287,2.93217539284459,0.710066897073686,4.12943541647782,2,0.126557307165312,0.0626716846958759
"93",9300,57.91,27396.21,27396.21,256,0.12690751653038,0.0627940737545224,-2.78844136512132,0.707287459635842,2.9153488816517,0.7100694657967,4.10572348492787,2,0.126557307165312,0.0626716846958759
"94",9400,57.73,27453.94,27453.94,256,0.124782673423992,0.0627934510158429,-2.77357852456926,0.707290164735631,2.89836119799325,0.710072105227515,4.08178433803505,2,0.126557307165312,0.0626716846958759
"95",9500,58.83,27512.77,27512.77,257,0.126557307165312,0.0626716846958759,-3.45161229114711,1.00013165482269,3.57816959831242,1.00209334247913,3.57069491097526,2,0.126557307165312,0.0626716846958759
"96",9600,54.03,27566.8,27566.8,257,0.124576936845412,0.062671105589117,-3.43728255246304,1.00013355485692,3.56185948930845,1.00209520257633,3.55441227555137,1,-3.45161229114711,1.00013165482269
"97",9700,56.1,27622.9,27622.9,258,0.122564111365071,0.0626692989250565,-3.43223632211641,1.00517272195095,3.55480043348149,1.00712444215302,3.52965362044244,1,-3.45161229114711,1.00013165482269
"98",9800,56.93,27679.83,27679.83,258,0.120485945243292,0.0626686936723237,-3.4166770060452,1.00517483727758,3.5371629512885,1.00712651571816,3.51213367544615,1,-3.45161229114711,1.00013165482269
"99",9900,54.76,27734.59,27734.59,258,0.11849105929856,0.0626681138509547,-3.40147881612217,1.00517693552451,3.51996987542073,1.00712857381969,3.49505511701519,1,-3.45161229114711,1.00013165482269
"100",10000,56.15,27790.74,27790.74,258,0.116449660193556,0.0626675217010514,-3.38565121855856,1.00517915482605,3.50210087875212,1.00713075197462,3.47730507869584,1,-3.45161229114711,1.00013165482269
"101",10100,50.97,27841.71,27841.71,258,0.114600187538809,0.0626669862612404,-3.3710635750889,1.00518123160097,3.48566376262771,1.00713279140832,3.46097733324078,1,-3.45161229114711,1.00013165482269
"102",10200,53.8,27895.51,27895.51,258,0.112651730476527,0.062666423229748,-3.35543158317229,1.00518349093455,3.46808331364882,1.00713501133055,3.44351380364293,1,-3.45161229114711,1.00013165482269
"103",10300,48.97,27944.48,27944.48,258,0.11088149444494,0.0626659126433655,-3.34098737427839,1.00518561021859,3.45186886872333,1.00713709473832,3.4274071392636,1,-3.45161229114711,1.00013165482269
"104",10400,47.77,27992.25,27992.25,258,0.109157651932383,0.0626654163020867,-3.32669318794364,1.00518773783981,3.43585083987602,1.00713918735388,3.41149553410115,1,-3.45161229114711,1.00013165482269
"105",10500,48.34,28040.59,28040.59,258,0.107416260014626,0.0626649157718452,-3.31201740115642,1.00518995412824,3.41943366117104,1.0071413682046,3.39518737798127,1,-3.45161229114711,1.00013165482269
"106",10600,46.72,28087.31,28087.31,258,0.105736103514465,0.0626644336642697,-3.29762578265732,1.00519215931475,3.40336188617178,1.00714353912157,3.37922227961688,1,-3.45161229114711,1.00013165482269
"107",10700,47.31,28134.62,28134.62,258,0.104037601044213,0.0626639471113385,-3.28283825005869,1.00519445846213,3.3868758511029,1.00714580354115,3.36284561698472,1,-3.45161229114711,1.00013165482269
"108",10800,45.27,28179.89,28179.89,258,0.102415034291415,0.0626634830786109,-3.2684806359555,1.00519672352858,3.37089567024691,1.00714803534741,3.3469714003703,1,-3.45161229114711,1.00013165482269
"109",10900,44.79,28224.68,28224.68,258,0.100812258523834,0.0626630254410891,-3.25406944465675,1.00519902998186,3.35488170318059,1.00715030885857,3.33106356982879,1,-3.45161229114711,1.00013165482269
"110",11000,43.89,28268.57,28268.57,258,0.0992441766122619,0.0626625784156974,-3.23974345459542,1.0052013559758,3.33898763120768,1.00715260253315,3.31527478835839,1,-3.45161229114711,1.00013165482269
"111",11100,43.86,28312.43,28312.43,258,0.0976796190439086,0.0626621330899112,-3.22521925098575,1.00520374841047,3.32289887002966,1.00715496262583,3.29929255510621,1,-3.45161229114711,1.00013165482269
"112",11200,43.35,28355.78,28355.78,258,0.0961356555885882,0.0626616943053201,-3.21065361137142,1.00520618281684,3.30678926696001,1.00715736501622,3.28328956508873,1,-3.45161229114711,1.00013165482269
"113",11300,41.63,28397.41,28397.41,258,0.0946551925019664,0.0626612742000191,-3.19646331924845,1.00520858882935,3.29111851175042,1.00715974023025,3.26772246773687,1,-3.45161229114711,1.00013165482269
"114",11400,40.31,28437.72,28437.72,258,0.0932237574012394,0.0626608685954963,-3.18252837709442,1.00521098500067,3.27575213449566,1.00716210652465,3.25245768608103,1,-3.45161229114711,1.00013165482269
"115",11500,42.06,28479.78,28479.78,258,0.0917323597854875,0.0626604466146323,-3.16777844370746,1.0052135579483,3.25951080349295,1.00716464823435,3.23632368273366,1,-3.45161229114711,1.00013165482269
"116",11600,39.25,28519.03,28519.03,258,0.0903426049039574,0.0626600539564026,-3.15381489145613,1.00521602893471,3.24415749636008,1.00716709000498,3.22107178496475,1,-3.45161229114711,1.00013165482269
"117",11700,38.1,28557.13,28557.13,258,0.0889954138053751,0.0626596738422355,-3.14007137544192,1.00521849490383,3.22906678924729,1.00716952754873,3.20608070530715,1,-3.45161229114711,1.00013165482269
"118",11800,37.66,28594.79,28594.79,258,0.0876655620435635,0.0626592991200664,-3.12629838290786,1.0052210003909,3.21396394495143,1.00717200486962,3.19107752142839,1,-3.45161229114711,1.00013165482269
"119",11900,38.82,28633.61,28633.61,258,0.0862965968512224,0.0626589138944534,-3.11189977205017,1.00522365683718,3.19819636890139,1.00717463220414,3.17541394177326,1,-3.45161229114711,1.00013165482269
"120",12000,37.17,28670.78,28670.78,258,0.0849875719123918,0.0626585460266674,-3.09791610837042,1.00522627359298,3.18290368028281,1.00717722100522,3.16022206807466,1,-3.45161229114711,1.00013165482269
"121",12100,36.33,28707.11,28707.11,258,0.0837097832236115,0.0626581873990969,-3.08405685346334,1.00522890341843,3.16776663668695,1.00717982342577,3.14518476542975,1,-3.45161229114711,1.00013165482269
"122",12200,35.98,28743.09,28743.09,258,0.0824459118227044,0.0626578331260789,-3.07013915886556,1.00523158126022,3.15258507068827,1.00718247404081,3.13010318581111,1,-3.45161229114711,1.00013165482269
"123",12300,36.51,28779.6,28779.6,258,0.081165053841225,0.0626574745460818,-3.0558156218604,1.00523437637352,3.13698067570163,1.00718524143255,3.11460151187263,1,-3.45161229114711,1.00013165482269
"124",12400,36.62,28816.22,28816.22,258,0.0798819827038794,0.0626571158046376,-3.04123983334677,1.00523726210233,3.12112181605065,1.00718809925452,3.09884699626691,1,-3.45161229114711,1.00013165482269
"125",12500,34.49,28850.71,28850.71,258,0.0786750448878768,0.0626567787677615,-3.02731480389731,1.00524005855124,3.10598984878518,1.00719086932003,3.08381454141068,1,-3.45161229114711,1.00013165482269
"126",12600,34.41,28885.12,28885.12,258,0.07747235646723,0.0626564433201205,-3.01322611369327,1.00524292776792,3.0906984701605,1.0071937121115,3.06862367486497,1,-3.45161229114711,1.00013165482269
"127",12700,32.75,28917.87,28917.87,258,0.0763290298000703,0.0626561248015346,-2.9996301768507,1.00524573521795,3.07595920665077,1.00719649430934,3.05398124797887,1,-3.45161229114711,1.00013165482269
"128",12800,34.07,28951.94,28951.94,258,0.075141006620294,0.0626557942148436,-2.98528729478217,1.00524873856336,3.06042830140247,1.00719947127266,3.03855233118365,1,-3.45161229114711,1.00013165482269
"129",12900,32.86,28984.8,28984.8,258,0.0739965117727194,0.0626554761101776,-2.9712561419054,1.00525171860342,3.04525265367812,1.0072024257525,3.02347629018361,1,-3.45161229114711,1.00013165482269
"130",13000,31.75,29016.55,29016.55,258,0.0728919204400469,0.0626551694399543,-2.95750934313008,1.00525467907436,3.03040126357013,1.00720536141267,3.00872233177928,1,-3.45161229114711,1.00013165482269
"131",13100,30.4,29046.95,29046.95,258,0.0718354381633142,0.0626548764417224,-2.94416756117722,1.00525759149303,3.01600299934054,1.00720824996438,2.99441848242129,1,-3.45161229114711,1.00013165482269
"132",13200,30,29076.95,29076.95,258,0.0707939500466319,0.062654587903369,-2.93082448231054,1.00526054330915,3.00161843235717,1.00721117811488,2.98012819712256,1,-3.45161229114711,1.00013165482269
"133",13300,30.36,29107.31,29107.31,258,0.0697410672147011,0.0626542965121249,-2.9171375572907,1.0052636123841,2.9868786245054,1.00721422311986,2.96548495438586,1,-3.45161229114711,1.00013165482269
"134",13400,28.69,29136,29136,258,0.0687471176143513,0.0626540217111222,-2.90402904198434,1.00526659139491,2.97277615959869,1.00721717926737,2.95147483659981,1,-3.45161229114711,1.00013165482269
"135",13500,26.82,29162.82,29162.82,258,0.0678188457530357,0.0626537653137504,-2.89161755975703,1.00526944821071,2.95943640551007,1.0072200146015,2.93822239690198,1,-3.45161229114711,1.00013165482269
"136",13600,27.8,29190.62,29190.62,258,0.0668575635638042,0.0626535000482463,-2.87858787625878,1.00527248570832,2.94544543982259,1.0072230297161,2.92432296812435,1,-3.45161229114711,1.00013165482269
"137",13700,25.86,29216.48,29216.48,258,0.0659641924831868,0.0626532537502898,-2.86631312429393,1.00527538363882,2.93227731677712,1.00722590671391,2.91124096116998,1,-3.45161229114711,1.00013165482269
"138",13800,25.55,29242.03,29242.03,258,0.0650823139247296,0.0626530108355282,-2.8540357204693,1.00527831798909,2.91911803439403,1.00722882027161,2.89816770096676,1,-3.45161229114711,1.00013165482269
"139",13900,24.74,29266.77,29266.77,258,0.0642291336384789,0.0626527760286433,-2.84200215015954,1.00528122922638,2.90623128379801,1.00723171126558,2.88536515609338,1,-3.45161229114711,1.00013165482269
